,COMBINED_C,WC2_0_BIO_10M_01,WC2_0_BIO_10M_04,WC2_0_BIO_10M_06,WC2_0_BIO_10M_11,WC2_0_BIO_10M_13,WC2_0_BIO_10M_16,PREDSEQ,MIN_INT,MAX_INT,PREDINT_WIDTH
544,116.0,4.4963645587364836,784.6154571152633,-12.354249954223633,-5.0948749383290615,55.0,146.0,1.2934506358103104,0.575593577325344,2.29885196685791,1.7232583895325662
545,111.0,-0.211916609977682,867.5286782247931,-18.454500198364254,-10.998083194096882,66.0,190.0,1.0949114727658391,-0.813949384064581,2.147829234600067,2.961778618664648
547,123.0,8.435078399876753,391.6942670458511,0.9806267619133,4.0384614765644065,354.0,1012.0,1.7519465374271386,-1.091033101081848,5.501175880432129,6.592208981513977
549,127.0,1.63919797539711,862.2151470183263,-16.722999572753903,-9.234666466712953,57.0,162.0,1.1418304369289871,-0.8075618052086808,2.29885196685791,3.106413772066591
550,130.0,2.7209895739021404,841.1648464568956,-15.902000427246096,-7.827666918436687,88.0,236.0,1.406431085343097,-1.0529741048812868,2.29885196685791,3.3518260717391968
552,51.0,3.43984367698431,789.6033604878252,-13.755999565124512,-6.353374997774759,111.0,317.0,0.25144759661089733,-1.0529741048812868,2.130086421966553,3.1830605268478402
553,6.0,1.981968743105729,711.8149036491625,-13.62600040435791,-6.632208387056988,59.0,160.0,-0.2313047112348361,-1.0529741048812868,1.3073474949199047,2.3603215998011917
554,0.0,-1.0422812998294828,1373.302512040995,-28.572999954223636,-18.818583488464355,94.0,229.0,-0.159681117041827,-1.0529741048812868,1.334081506168806,2.387055611050093
555,53.0,-1.4736354698737457,1060.036353587824,-21.705249786376953,-14.395958662033081,92.0,229.0,0.06710171883526905,-1.0529741048812868,1.344442367553711,2.3974164724349976
557,51.0,-1.6339583396911619,1261.489043502914,-26.78675079345703,-18.156916777292885,63.0,168.0,0.25237463525006815,-1.0529741048812868,1.344442367553711,2.3974164724349976
558,0.0,-2.360729272166888,955.520678416656,-20.864999771118164,-13.949708541234337,73.0,210.0,-0.2480868819765414,-1.0529741048812868,1.334081506168806,2.387055611050093
560,348.0,6.969265175362427,398.767667707524,-0.18960574269294697,2.8007168869177503,333.0,927.0,3.271104725948285,-1.178407430648804,6.5543036460876465,7.73271107673645
561,148.0,3.652260386695465,796.3259158972875,-13.840749740600586,-6.248749971389771,83.0,219.0,1.4534526046005762,-0.8375521332025528,2.29885196685791,3.1364041000604628
562,41.0,-1.4332604383428893,1099.2742874362998,-22.99349975585937,-15.466833353042604,68.0,180.0,0.23529884623429648,-1.0529741048812868,1.334081506168806,2.387055611050093
563,121.0,-1.149489482243856,1438.7155489429626,-29.706750869750977,-20.063958485921226,99.0,239.0,1.3669190311037096,-0.9394373624933514,2.29885196685791,3.238289329351262
564,119.0,4.4476979474226646,557.4342177560798,-6.61299991607666,-1.7705000440279641,302.0,883.0,0.6754566995796819,-1.8220052719116209,1.9800072908401491,3.80201256275177
566,156.0,1.8718853667378432,942.2254343655021,-17.89525032043457,-10.022333423296608,70.0,192.0,1.0893776833192688,-1.0529741048812868,2.29885196685791,3.3518260717391968
570,126.0,1.324281230568886,948.9352003470312,-19.15625,-10.990041772524517,59.0,163.0,1.1628252233189622,-0.813949384064581,2.29885196685791,3.112801350922491
571,55.0,6.254978436976671,506.58818821935273,-4.022635936737061,0.438538670539856,352.0,922.0,1.403216263499149,-1.530372381210327,5.979089860954355,7.509462242164682
572,35.0,1.4685832709074018,849.9759167247398,-16.1200008392334,-9.085250198841097,87.0,230.0,-0.12101000286963884,-1.0529741048812868,1.334081506168806,2.387055611050093
573,69.0,-1.4225000788768134,898.8923165095296,-18.597749710083008,-11.821083307266235,111.0,290.0,0.27485042330008336,-1.0529741048812868,1.344442367553711,2.3974164724349976
574,102.0,2.9186562572916346,927.4780202290937,-17.68174934387207,-9.12837498386701,61.0,168.0,0.8331334208607493,-0.659205065188792,1.6291389465332031,2.2883440117219953
575,29.0,0.380656157620251,1148.4413381277209,-23.156000137329105,-14.26395845413208,84.0,216.0,-0.38603659839932924,-1.0529741048812868,1.334081506168806,2.387055611050093
576,0.0,5.005052007734776,789.4469365656765,-11.891500473022461,-4.600583463907243,139.0,404.0,0.005013073967906339,-1.048171997070313,1.6291433930397048,2.6773153901100177
577,115.0,7.861388268570106,437.7815191536985,-1.4883419275283807,3.00272025167942,190.0,544.0,2.0686360537210096,-0.10986271500587501,5.222146987915039,5.332009702920914
578,124.0,0.384812444448471,940.4159867266771,-19.52924919128418,-11.580874880154926,63.0,179.0,1.1919908432036392,-0.813949384064581,2.29885196685791,3.112801350922491
579,8.0,2.4057812610020237,638.182776873107,-9.124750137329102,-4.7821666300296775,153.0,416.0,0.025039816608260185,-1.048171997070313,1.5239049196243293,2.572076916694642
580,10.0,-0.16693751389781603,1068.443189689204,-22.77700042724609,-13.81500005722046,67.0,173.0,-0.2571736553083426,-1.0529741048812868,1.334081506168806,2.387055611050093
581,0.0,0.5303020353118579,970.8244632529321,-18.748750686645508,-11.102625131607056,116.0,299.0,-0.0437753377922669,-1.0529741048812868,1.7586753755807902,2.8116494804620773
582,63.0,6.109470849235853,533.6394238067244,-4.543865203857422,0.030214687188466,480.0,1387.0,2.443008278120437,-3.5243654251098633,9.062826156616213,12.587191581726076
585,0.0,-1.030479152997335,1213.6412431311498,-25.07349967956543,-16.442374706268314,107.0,265.0,-0.11600412345989984,-1.0529741048812868,1.4386602073907866,2.4916343122720734
586,7.0,2.046489663422108,1110.529617836232,-20.4067497253418,-12.116374810536705,79.0,215.0,-0.2654002646466206,-1.0529741048812868,1.334081506168806,2.387055611050093
588,136.0,-0.057416687409083,1275.51121495405,-25.91875076293945,-16.459083398183186,79.0,198.0,1.196631221997979,-1.0529741048812868,2.29885196685791,3.3518260717391968
590,0.0,-2.3078019867340718,901.9523139802471,-19.796499252319336,-13.029499848683677,78.0,225.0,-0.23743023408298558,-1.0529741048812868,1.334081506168806,2.387055611050093
591,239.0,0.758093744516373,707.7420290677658,-13.277999877929688,-7.70083330074946,134.0,379.0,0.6919134180137101,-0.7120641547737824,2.798516440391547,3.5105805951653295
592,128.0,6.014677087465923,786.0247687035782,-10.875249862670898,-3.4645416041215267,110.0,323.0,2.074428401383834,1.2109554649780312,2.29885196685791,1.087896501879879
593,102.0,3.169489552577337,832.7032366670034,-15.003250122070312,-7.209374984105427,75.0,183.0,1.017277865288099,-0.7120641547737824,1.657751042458585,2.3698151972323673
594,12.0,4.971617150430878,564.6185709092015,-6.646204471588135,-1.685533535977205,314.0,830.0,0.6206237375461847,-1.9207086324691773,1.8907178968191158,3.811426529288293
595,0.0,1.2210728588203592,1071.020996687045,-19.846250534057614,-12.114875316619873,85.0,217.0,-0.24162119311806482,-1.0529741048812868,1.334081506168806,2.387055611050093
596,75.0,-2.380510449409485,1012.1077502352499,-20.977500915527344,-14.407500108083092,93.0,234.0,0.40309877694317353,-1.0529741048812868,1.334081506168806,2.387055611050093
597,26.0,1.78836452960968,780.5238901299309,-15.725500106811525,-8.0049999554952,47.0,129.0,-0.4089936317276506,-1.0529741048812868,1.309686639119346,2.3626607440006326
598,0.0,-2.2524896115064617,970.9351211593925,-21.1879997253418,-14.189958333969116,70.0,196.0,-0.2915432678981774,-1.0529741048812868,1.334081506168806,2.387055611050093
599,8.0,-0.9787812580664951,907.9209121195695,-19.772750854492188,-12.022250175476074,82.0,227.0,-0.2394768436592374,-1.0529741048812868,1.334081506168806,2.387055611050093
600,77.0,0.020562539498011,809.083027326121,-16.83049964904785,-9.819374998410543,73.0,204.0,0.4917900147631254,-1.0529741048812868,1.304762125015259,2.357736229896546
601,73.0,0.678187496960163,779.9125111007781,-14.738499641418455,-8.576583226521809,106.0,290.0,0.30373872891079595,-1.0529741048812868,1.3395209583958811,2.3924950632771678
602,61.0,1.7206354762117066,816.4491964705737,-14.82925033569336,-7.991666793823242,91.0,249.0,-0.11930954865787584,-1.0529741048812868,1.3395209583958811,2.3924950632771678
603,31.0,6.438281356977919,538.0975494056736,-4.8022499084472665,0.383666714032491,392.0,1069.0,0.7765385950414772,-3.5243654251098633,2.3625492155551955,5.886914640665059
604,83.0,2.776572943044206,926.5329713763124,-17.60849952697754,-9.219416628281275,62.0,168.0,0.6962974241572757,-1.129263639450073,1.304762125015259,2.434025764465332
605,0.0,-1.7614791740973792,1358.7541854355914,-28.61249923706055,-19.058833281199135,97.0,238.0,-0.19262341122646526,-1.0529741048812868,1.334081506168806,2.387055611050093
606,0.0,-0.605708353221416,1065.483266518935,-23.170000076293945,-14.482874949773151,65.0,180.0,-0.23733114236426625,-1.0529741048812868,1.334081506168806,2.387055611050093
607,95.0,-1.566729205350081,869.8513634948159,-17.762250900268555,-11.399875164031982,115.0,301.0,0.7660526512494886,-1.0529741048812868,2.1638822555541988,3.216856360435486
608,4.0,1.2464374682555601,686.9602238675589,-13.325750350952148,-6.9903750891486816,69.0,203.0,-0.2603951478275429,-1.0529741048812868,1.0693870008186803,2.122361105699967
612,66.0,2.38401041055719,723.886687518029,-12.161999702453613,-6.250624924898148,105.0,305.0,-0.16673195617537914,-1.0529741048812868,1.2695685237646106,2.3225426286458974
613,147.0,-0.6648228839039799,859.9573787896679,-18.913749694824215,-11.222333351771038,86.0,237.0,1.265445403720176,-1.0529741048812868,2.29885196685791,3.3518260717391968
614,52.0,-1.321593785037597,662.2938018801243,-12.919750213623047,-8.537208239237469,104.0,302.0,-0.11979061401105766,-1.0529741048812868,1.953208273347363,3.00618237822865
615,32.0,-2.258083323637644,951.5167922823078,-20.60874938964844,-13.647541761398315,99.0,260.0,-0.17081369600396765,-1.0529741048812868,1.169405523542447,2.2223796284237336
617,0.0,0.303989480560025,1194.4995393168242,-23.645999908447266,-14.885708570480347,91.0,224.0,-0.17025971071185989,-1.0529741048812868,1.3395209583958811,2.3924950632771678
618,0.0,0.35560419410467103,1042.1023976562703,-22.09650039672852,-12.955041607220966,65.0,175.0,-0.22484563140191624,-1.0529741048812868,1.334081506168806,2.387055611050093
621,0.0,2.103677048037449,830.7252697323033,-16.798749923706055,-8.549291734894117,55.0,144.0,-0.34933263364110556,-1.0529741048812868,1.334081506168806,2.387055611050093
622,0.0,4.228854224085809,837.7232587443023,-14.857999801635742,-6.335374991099041,64.0,171.0,-0.3073679642068707,-1.0529741048812868,1.334081506168806,2.387055611050093
624,17.0,-1.189958371222019,1284.9514565996412,-26.989999771118164,-17.691583474477135,104.0,256.0,-0.1553692777715571,-1.0529741048812868,1.334081506168806,2.387055611050093
625,126.0,4.152906221648056,726.2729992110651,-11.928999900817873,-4.7032916843891135,145.0,380.0,1.6635429432693583,0.031373447645455715,2.1638822555541988,2.132508807908743
626,7.0,-0.9817915807167691,833.6059642522749,-16.691249847412106,-11.010166486104332,169.0,482.0,-0.06277870351469822,-1.0529741048812868,1.8538911372423186,2.9068652421236054
627,84.0,7.2573903885980435,475.20212968866525,-2.511926651000977,1.92059118549029,289.0,839.0,1.7639231789371181,0.26280397176742604,3.153923749923706,2.89111977815628
628,6.0,1.7778646045674882,627.404956719245,-10.794249534606934,-5.095333218574523,236.0,666.0,0.004648009857486734,-1.0529741048812868,1.5239049196243293,2.576879024505616
632,60.0,0.39087503806998297,1122.1848932610962,-22.34650039672852,-13.617666721343994,111.0,278.0,0.060618519525467054,-1.0529741048812868,1.9710867404937742,3.024060845375061
633,78.0,4.411552116274835,740.9914487990364,-10.824999809265137,-4.394333402315777,105.0,309.0,0.6767580529586874,-0.31720884367923086,2.130086421966553,2.447295265645784
634,148.0,0.06311457728346201,792.6058264278422,-15.280750274658205,-9.304791728655495,89.0,253.0,1.4002536917874793,-1.0529741048812868,2.29885196685791,3.3518260717391968
635,50.0,0.12006249899665498,1197.1509819432906,-24.582500457763672,-15.329083283742268,84.0,209.0,0.03831876672924579,-1.0529741048812868,1.3395209583958811,2.3924950632771678
638,310.0,8.368472232172886,446.9425482445795,-0.538333356380463,3.4391666005055113,481.0,1344.0,3.9833451091537704,-3.932739734649658,8.823529593231061,12.75626932788072
639,138.0,2.9095625306169186,764.1604327629345,-13.571499824523926,-6.511041581630707,82.0,212.0,1.3607448542702647,-1.0529741048812868,2.29885196685791,3.3518260717391968
640,36.0,-0.37255197763443,1348.3364669508433,-27.52750015258789,-17.868541558583573,79.0,196.0,-0.0374565291279073,-1.0529741048812868,1.334081506168806,2.387055611050093
641,47.0,4.913750022649764,874.1177357768589,-14.680749893188475,-6.194416602452597,56.0,154.0,0.44459986941486135,-1.0529741048812868,1.344442367553711,2.3974164724349976
642,0.0,-0.905031227817138,1084.6356753774392,-23.58950042724609,-14.97429164250692,65.0,177.0,-0.22484563140191624,-1.0529741048812868,1.334081506168806,2.387055611050093
649,8.0,3.6011042942603435,768.1604368146178,-12.681750297546387,-5.772958278656006,123.0,368.0,-0.06000007188917989,-1.0529741048812868,1.8538911372423186,2.9068652421236054
650,10.0,-2.011864629884561,1084.5818771404354,-23.112749099731445,-15.649250030517578,68.0,188.0,-0.2710557137955861,-1.0529741048812868,1.334081506168806,2.387055611050093
652,74.0,2.4803646147872014,728.8200961101721,-13.729499816894533,-6.480916728576023,123.0,363.0,0.21917208408437847,-1.0529741048812868,1.3224939443203128,2.3754680492016
653,23.0,3.9434062788883835,845.7520129029684,-15.137749671936035,-6.704583287239075,64.0,169.0,-0.37761627310822854,-1.0529741048812868,1.334081506168806,2.387055611050093
654,6.0,-1.669364621241887,1075.068525450705,-22.472249984741207,-15.323208173116047,65.0,184.0,-0.23733114236426625,-1.0529741048812868,1.334081506168806,2.387055611050093
656,86.0,4.111374966800213,877.913864107923,-16.280750274658207,-7.152250130971272,56.0,149.0,1.001618026957904,0.04814609890223431,1.304762125015259,1.2566160261130248
658,8.0,2.178718753779928,1088.2145887301858,-19.689250946044922,-11.778125166893005,81.0,211.0,-0.2523993483403847,-1.0529741048812868,1.334081506168806,2.387055611050093
659,86.0,1.425927047928174,828.1642059699409,-14.934749603271484,-8.358583251635231,94.0,256.0,0.786143822538405,-1.0529741048812868,1.6090716975168804,2.6620458023981675
661,29.0,4.5767292256156615,775.5676441134578,-12.16800022125244,-4.818666746218999,120.0,351.0,-0.09510281492137436,-1.048171997070313,1.9710867404937742,3.019258737564087
662,110.0,2.80684364400804,745.464493024914,-12.638999938964846,-6.228124926487606,74.0,202.0,1.1213180997744192,-0.9394373624933514,2.1638822555541988,3.10331961804755
663,2.0,-0.629187499483426,1222.6266344578307,-25.83049964904785,-16.40220816930135,86.0,210.0,-0.2425166197520051,-1.0529741048812868,1.334081506168806,2.387055611050093
665,160.0,-0.5857708205779389,807.9917775639718,-15.968250274658205,-10.007916728655495,120.0,335.0,1.2742217326005008,-1.0529741048812868,2.29885196685791,3.3518260717391968
666,48.0,0.478645831346512,1067.0396010157833,-22.392749786376953,-13.20924989382426,65.0,172.0,0.3083074533938205,-1.0529741048812868,1.344442367553711,2.3974164724349976
667,46.0,0.17561457181970302,919.4700545851132,-19.730749130249023,-11.262249946594238,42.0,115.0,0.2759759012873421,-1.0529741048812868,1.334081506168806,2.387055611050093
668,2.0,2.356947913145026,849.1129447329486,-15.660499572753904,-8.041041592756907,92.0,241.0,-0.19761755782833346,-1.0529741048812868,1.334081506168806,2.387055611050093
669,1.0,-1.3451354429125792,1241.6514052915613,-26.126750946044922,-17.320250193277992,89.0,221.0,-0.19449241305437961,-1.0529741048812868,1.3395209583958811,2.3924950632771678
671,25.0,3.0594582955042515,883.4768016867026,-17.568750381469727,-8.330916603406273,45.0,129.0,-0.3183565585322468,-1.0529741048812868,1.334081506168806,2.387055611050093
673,0.0,2.186916698391239,796.4290995814241,-16.039249420166016,-7.665083110332488,67.0,180.0,-0.4242180577008773,-1.0529741048812868,1.334081506168806,2.387055611050093
676,28.0,-1.000635402897994,1004.262484735244,-21.716249465942386,-13.791375001271565,69.0,187.0,-0.415481478695672,-1.0529741048812868,1.334081506168806,2.387055611050093
677,22.0,4.980874990423519,517.7178065631663,-5.036749839782715,-0.681208262840907,328.0,962.0,1.2550313509290327,-1.405288219451904,3.4604011062565565,4.865689325708461
678,0.0,-1.517145733038584,1365.8258598926614,-28.36775016784668,-18.709000110626217,82.0,206.0,-0.24780378948375312,-1.0529741048812868,1.334081506168806,2.387055611050093
679,57.0,2.7509686804066096,950.4668918531297,-16.145000457763672,-9.109583457310997,81.0,214.0,0.007206367797808953,-1.0529741048812868,1.3395209583958811,2.3924950632771678
680,86.0,1.7932186840722961,823.1404463857995,-15.411250114440918,-8.360750059286753,92.0,236.0,0.7914765472473647,-1.0529741048812868,1.304762125015259,2.357736229896546
681,5.0,-1.517145733038584,1365.8258598926614,-28.36775016784668,-18.709000110626217,82.0,206.0,-0.24780378948375312,-1.0529741048812868,1.334081506168806,2.387055611050093
682,36.0,-1.722385530670484,991.1218671235731,-20.623750686645508,-13.394333600997925,124.0,311.0,0.03858584986417852,-1.0529741048812868,1.9710867404937742,3.024060845375061
683,196.0,0.8444999915858109,793.2202394887917,-14.72700023651123,-8.616166651248934,153.0,434.0,1.2551553311873482,-0.7120641547737824,3.3727092742919917,4.084773429065774
684,67.0,2.531885332117478,887.294199850871,-15.708250045776367,-8.393500129381815,88.0,231.0,0.06670328209477523,-1.0529741048812868,1.344442367553711,2.3974164724349976
686,28.0,3.8392915676037473,807.8651593180989,-13.630000114440918,-6.194750140110653,61.0,153.0,-0.5947535767653308,-1.0529741048812868,1.3395209583958811,2.3924950632771678
687,178.0,6.964436049262682,561.5413044534513,-4.1679348945617685,0.539266308148702,408.0,1056.0,-0.06528638248269321,-2.659282684326172,5.181957876682292,7.841240561008464
689,43.0,3.8971771026651068,808.9655938802771,-14.061249732971193,-6.262541671593983,65.0,168.0,0.24336305897970878,-1.0529741048812868,1.344442367553711,2.3974164724349976
692,143.0,1.7329999605814619,901.3343884100512,-18.05349922180176,-9.760999977588655,55.0,160.0,1.0180778378939113,-0.8075618052086808,2.2747023548829652,3.082264160091646
693,17.0,1.824958328778545,682.8506132577273,-13.100250244140625,-6.3919999822974205,100.0,292.0,-0.23044053175917897,-1.0529741048812868,1.0460247504727878,2.0989988553540746
694,90.0,3.6993644908070564,806.2576797821749,-13.850749969482422,-6.347291628519693,110.0,312.0,0.9937437290518728,-0.7917529991951364,2.130086421966553,2.92183942116169
696,9.0,0.078260418027639,1131.7235127120946,-22.97974967956543,-14.289916435877483,94.0,234.0,-0.19918088415358695,-1.0529741048812868,1.334081506168806,2.387055611050093
697,270.0,3.455687519473334,668.7868694871678,-11.394000053405762,-4.498625093450149,185.0,507.0,1.1480197247958337,-0.15147056248934732,2.1638822555541988,2.315352818043546
698,81.0,-0.29894800856709497,861.8996107314481,-16.6200008392334,-10.30525016784668,103.0,274.0,0.4374682232060024,-1.0930261105298995,1.304762125015259,2.3977882355451587
700,0.0,-1.839916673799356,1375.953707155771,-28.91699981689453,-19.303625106811523,94.0,232.0,-0.18682691727460773,-1.0529741048812868,1.334081506168806,2.387055611050093
701,88.0,-0.513500064611435,1181.8839362395438,-23.379749298095703,-15.157291730244957,111.0,273.0,0.8202676523423144,-1.0529741048812868,1.6500646748276262,2.703038779708913
702,81.0,2.17191677292188,668.4026810931497,-11.101499557495117,-5.615291456381481,88.0,249.0,-0.021244519223437893,-1.0529741048812868,1.304762125015259,2.357736229896546
706,66.0,0.8813645417491591,883.9394149024208,-17.43950080871582,-10.161916851997377,69.0,192.0,0.1685923125103034,-1.0529741048812868,1.344442367553711,2.3974164724349976
708,238.0,3.1980936744560804,667.9772109156162,-9.831000328063963,-4.480458396176497,193.0,543.0,0.8000547337207929,0.20062729716301,1.6963762044906618,1.4957489073276518
709,70.0,-0.144781266649564,1205.7257183285471,-24.351249694824215,-15.41291650136312,82.0,206.0,0.23891576600531808,-1.0529741048812868,1.344442367553711,2.3974164724349976
711,11.0,-1.014791704714298,966.8581862975464,-20.949499130249023,-13.250041802724205,67.0,193.0,-0.2757797210404623,-1.0529741048812868,1.334081506168806,2.387055611050093
712,64.0,2.653645734613141,852.2090910068799,-16.248750686645508,-8.16066686809063,55.0,146.0,0.19017006379879758,-1.0529741048812868,1.344442367553711,2.3974164724349976
714,22.0,-1.913156266013781,993.9662059577032,-21.40074920654297,-14.196916421254475,85.0,219.0,-0.2884367372393602,-1.0529741048812868,1.334081506168806,2.387055611050093
720,85.0,5.005052007734776,789.4469365656765,-11.891500473022461,-4.600583463907243,139.0,404.0,0.7427337180700145,-0.30742215413112317,1.7243591547012331,2.031781308832356
722,50.0,1.7916562582055733,852.7837460525806,-16.350500106811527,-8.971708357334137,65.0,176.0,0.2351211189906157,-1.0529741048812868,1.344442367553711,2.3974164724349976
723,116.0,0.565354278932015,891.3515810021543,-17.618000030517578,-10.442458152770996,74.0,205.0,1.2202196266079244,-1.0529741048812868,2.29885196685791,3.3518260717391968
724,51.0,-0.804541756709417,1167.7999777108846,-23.37725067138672,-15.223208586374916,115.0,281.0,0.12706803289260274,-1.0529741048812868,1.9710867404937742,3.024060845375061
725,52.0,-0.028197914361954002,901.0811272577936,-19.464250564575195,-11.330791751543678,68.0,190.0,0.1463912206771678,-1.0529741048812868,1.334081506168806,2.387055611050093
727,76.0,2.2574583370781816,790.0749165285524,-15.451499938964846,-7.6953333119551335,56.0,154.0,0.6624924964091038,-1.0529741048812868,1.334081506168806,2.387055611050093
728,0.0,1.654708324621121,852.5026971823779,-17.83300018310547,-9.39287512997786,50.0,138.0,-0.3579072266247626,-1.0529741048812868,1.334081506168806,2.387055611050093
731,0.0,-2.02906246483326,1098.9026854651531,-22.60474967956543,-15.506333192189537,89.0,221.0,-0.19449241305437961,-1.0529741048812868,1.3395209583958811,2.3924950632771678
733,0.0,-2.6876041044791545,958.1931051748436,-21.02574920654297,-14.206916411717732,76.0,212.0,-0.24585405742706082,-1.0529741048812868,1.334081506168806,2.387055611050093
734,0.0,-2.666375068326791,922.9876134554622,-20.256999969482425,-13.637708584467568,76.0,216.0,-0.25429948313307793,-1.0529741048812868,1.334081506168806,2.387055611050093
735,73.0,2.218302073694455,823.6635784724836,-15.780500411987305,-8.178874929745993,60.0,163.0,0.5246649981189523,-1.0529741048812868,1.344442367553711,2.3974164724349976
736,96.0,-1.7061353897054992,1347.5020589010226,-28.426250457763672,-18.964708328247074,101.0,246.0,0.8068374796137862,-1.0529741048812868,1.657751042458585,2.710725147339872
737,30.0,0.42408336574832595,1006.2238501443419,-19.3442497253418,-11.662291447321572,112.0,284.0,-0.1778890663480433,-1.0529741048812868,2.054561573266984,3.1075356781482713
738,85.0,2.7162812755753603,674.4323328514309,-12.33549976348877,-5.466333210468292,129.0,373.0,0.5453883817620676,-0.34082445017993473,1.7243591547012331,2.065183604881168
742,78.0,5.077624956766765,797.750835174397,-12.22700023651123,-4.686541755994162,65.0,178.0,0.6402476957358568,-1.129263639450073,1.304762125015259,2.434025764465332
744,112.0,7.305191829800607,376.950229388324,0.6507936716079711,3.457936604817708,504.0,1388.0,2.5637412186273676,-3.932739734649658,9.062826156616213,12.995565891265871
745,121.0,3.876843762894472,807.5359982459943,-13.911749839782715,-6.2155833045641575,91.0,248.0,1.6301906953530851,0.07582455365004201,2.29885196685791,2.223027413207868
746,50.0,1.7508645985896392,804.4856216385742,-16.17650032043457,-8.422666809211174,52.0,142.0,0.2068083045654547,-1.0529741048812868,1.3395209583958811,2.3924950632771678
750,0.0,-1.4810833285252252,1022.6351027048572,-22.25900077819824,-14.423958381017052,69.0,196.0,-0.2820347605453229,-1.0529741048812868,1.334081506168806,2.387055611050093
751,3.0,2.559687490885457,821.5727535885046,-15.726750373840332,-7.874333344399929,57.0,155.0,-0.4076036679020002,-1.0529741048812868,1.334081506168806,2.387055611050093
754,0.0,-2.240635444720586,877.5159321594308,-19.131999969482425,-12.521999994913735,85.0,224.0,-0.25194137675282285,-1.0529741048812868,1.334081506168806,2.387055611050093
756,74.0,4.785687451561292,834.004748242896,-13.626500129699707,-5.68100001414617,74.0,206.0,0.6728628023877107,-1.0529741048812868,1.334081506168806,2.387055611050093
757,0.0,4.829041744271914,836.8471953145712,-13.750499725341795,-5.6892083287239075,81.0,222.0,-0.23346518906757815,-1.0529741048812868,1.334081506168806,2.387055611050093
762,82.0,8.096601388106741,441.2339117690132,-1.278212308883667,3.0515828480323166,471.0,1337.0,3.5418975392755603,-2.3333469913922156,9.062826156616213,11.396173148008428
764,13.0,-0.632708301146825,1135.2660766491758,-22.91150093078613,-14.657583395640053,105.0,259.0,-0.14743443714554916,-1.0529741048812868,1.3395209583958811,2.3924950632771678
765,69.0,-0.541124974687894,1192.778729881162,-24.26350021362305,-15.648583571116127,118.0,293.0,0.268997082519797,-1.0529741048812868,1.344442367553711,2.3974164724349976
768,90.0,1.9044479305545492,761.1620284638817,-14.92650032043457,-7.551291763782501,59.0,173.0,0.7677547820326727,-1.0529741048812868,1.418797969818115,2.471772074699402
769,84.0,1.290166752412915,857.1430445834686,-17.511499404907227,-9.39625002940496,84.0,225.0,0.6256369625613942,-1.0529741048812868,1.304762125015259,2.357736229896546
771,119.0,7.708474707634497,478.486326033138,-2.389295101165771,2.349695409958561,535.0,1524.0,4.0618226452262185,-1.0111443996429441,9.062826156616213,10.073970556259157
772,53.0,-0.15453128454585902,939.9573460014936,-20.130750656127926,-12.167208433151245,76.0,207.0,0.07579590282573002,-1.0529741048812868,1.3395209583958811,2.3924950632771678
773,3.0,0.3367291695127881,979.2663581337853,-18.886249542236328,-11.453333179155983,113.0,290.0,-0.040490789779510976,-1.0529741048812868,1.7586753755807902,2.8116494804620773
775,4.0,-0.274541656176249,772.1132668616235,-14.418999671936035,-9.306791623433432,164.0,458.0,-0.10718409837202167,-1.0529741048812868,1.8538911372423186,2.9068652421236054
777,32.0,1.964052015915513,823.8454913801814,-16.219249725341793,-8.473250026504196,54.0,149.0,-0.39066334072172415,-1.0529741048812868,1.3395209583958811,2.3924950632771678
778,92.0,1.559510366680722,692.7560370802447,-13.4350004196167,-6.718749988824129,175.0,506.0,0.4352930890696177,-1.0529741048812868,1.7243591547012331,2.77733325958252
779,93.0,1.9433854527208798,792.3425957339188,-14.87049961090088,-7.617791672547657,144.0,389.0,0.6652089461191281,-0.9394373624933514,2.147829234600067,3.0872665970934188
780,89.0,3.844749979674816,813.2102551248355,-14.576499938964846,-6.2506666978200265,75.0,207.0,1.1317990106626477,-0.7917529991951364,1.4151186019182216,2.206871601113358
782,6.0,1.3910937681794169,1062.8804504977795,-19.89550018310547,-11.960583527882896,88.0,230.0,-0.20694389676334587,-1.0529741048812868,1.334081506168806,2.387055611050093
783,0.0,0.8075730105241141,741.4659231695804,-14.886249542236328,-8.365166544914246,55.0,150.0,-0.2934239950128238,-1.0529741048812868,1.3224939443203128,2.3754680492016
784,36.0,-2.352395854890347,1034.3577992397127,-22.25925064086914,-15.218250036239624,70.0,195.0,-0.0468255627058027,-1.0529741048812868,1.334081506168806,2.387055611050093
785,109.0,2.8635938381776214,688.2143322224049,-11.975000381469727,-5.2161666949590035,175.0,481.0,0.494928942571223,-0.10353198538887136,1.843124032020569,1.9466560174094405
786,0.0,-2.354718685150146,885.4923054382778,-19.363750457763672,-12.879624764124554,78.0,219.0,-0.28599771691207954,-1.0529741048812868,1.334081506168806,2.387055611050093
787,7.0,2.0273332645495734,913.8382488884448,-17.16900062561035,-9.347166895866394,78.0,224.0,-0.24199149216953875,-1.0529741048812868,1.334081506168806,2.387055611050093
789,175.0,2.3319270517677073,972.0880455932979,-17.215749740600586,-9.931541760762533,86.0,228.0,1.2991644892077596,-1.0529741048812868,2.29885196685791,3.3518260717391968
792,126.0,2.2547813436637316,750.5931854522894,-13.92574977874756,-6.769874811172485,95.0,253.0,1.4202226172083394,-0.9394373624933514,2.29885196685791,3.238289329351262
