OBJECTID,OR_random_Merge,X,Y,raster_OR_c,raster_WA_c
254,254,-116.861069142531733,45.724989700154765,0.423903325540070,0.423903325540070
255,255,-116.866184636047421,45.752493322912358,0.423903325540070,0.423903325540070
256,256,-117.237719735356222,45.612646695484216,0.098953230762144,0.098953230762144
257,257,-117.254875102701192,45.808384571617637,0.098953230762144,-0.029400814474992
258,258,-117.109981082936542,45.555811253374202,0.098953230762144,0.098953230762144
259,259,-117.188183390000177,45.767016335391872,0.098953230762144,0.098953230762144
260,260,-117.089852197960568,45.434583416023258,0.098953230762144,0.098953230762144
261,261,-116.995992672274610,45.969928804414565,0.150720858804951,0.150720858804951
262,262,-116.965431458628927,45.959206192882164,0.150720858804951,0.150720858804951
263,263,-117.163482681987148,45.960558717882634,0.150720858804951,0.150720858804951
264,264,-117.252017108756604,45.858581895776297,0.150720858804951,0.150720858804951
265,265,-117.164224706856601,45.960732124464130,0.150720858804951,0.150720858804951
266,266,-117.197809622032537,46.051607321166784,0.943340340301549,0.943340340301549
267,267,-117.211625096114346,45.942092747651316,0.943340340301549,0.943340340301549
268,268,-117.214071709396080,46.058008540387277,0.943340340301549,0.943340340301549
269,269,-117.288517403471360,45.948121411400507,0.943340340301549,0.943340340301549
270,270,-117.384407753640858,46.121428599235173,0.335357335223981,0.943340340301549
271,271,-118.339075520632150,45.906084781882726,0.735175944889778,0.735175944889778
272,272,-118.140450323014534,45.823638969755336,0.735175944889778,0.735175944889778
273,273,-118.360140902589023,45.897759919899670,0.735175944889778,0.735175944889778
274,274,-118.046214286453392,45.895034963802289,0.735175944889778,0.735175944889778
275,275,-117.977788402996453,45.854936324608502,2.036415483616669,
276,276,-118.091883959359848,45.957061817492388,0.622397940587944,0.622397940587944
277,277,-118.053270958778000,46.027056714302887,0.622397940587944,0.622397940587944
278,278,-118.015542736897771,45.946417870489483,0.622397940587944,0.622397940587944
279,279,-117.980085072773306,46.053945680220750,0.622397940587944,0.622397940587944
280,280,-117.970428546892322,45.965148394019366,0.622397940587944,0.735175944889778
281,281,-117.890056909477551,46.166727716164644,0.899298733339410,0.899298733339410
282,282,-117.829181997436365,46.275816908277363,0.899298733339410,0.899298733339410
283,283,-117.864858851775011,46.192098058662793,0.899298733339410,0.899298733339410
284,284,-117.816230508624813,46.180878239244180,0.899298733339410,0.899298733339410
285,285,-117.952972553830023,46.307838461270876,0.899298733339410,0.899298733339410
286,286,-118.171535973843504,45.672429879708602,0.133288260342358,
287,287,-118.260785206440687,45.622196980801448,0.133288260342358,
288,288,-118.136684327125010,45.662499156965623,0.133288260342358,
289,289,-118.276419015043643,45.660244276263370,0.133288260342358,
290,290,-118.245050661776304,45.687609171358361,0.133288260342358,
291,291,-118.222125534275960,45.521807941033614,0.301597579701096,
292,292,-118.144149124909973,45.508180610243414,0.301597579701096,
293,293,-118.386594591947869,45.450202315277181,0.301597579701096,
294,294,-118.368382847073860,45.482038973528574,0.301597579701096,
295,295,-118.344423995661430,45.471707978360769,0.301597579701096,
296,296,-118.803212507482328,45.561717686146778,-0.112216719189514,
297,297,-118.836951538252038,45.451722661170777,-0.112216719189514,
298,298,-118.736745243076655,45.409654743520775,-0.112216719189514,
299,299,-118.852036791647720,45.351436169168494,-0.112216719189514,
300,300,-118.906392105740565,45.289459152743007,-0.112216719189514,
301,301,-119.583054290273594,45.304564906989242,0.645691524772632,
302,302,-119.324720176558515,45.248393802571115,0.645691524772632,
303,303,-119.422503880592160,45.381362938155860,0.645691524772632,
304,304,-119.413748325424535,45.385694521922744,0.645691524772632,
305,305,-119.460273411447019,45.350180098901660,0.645691524772632,
306,306,-121.297798796505788,45.487091510598873,0.707546051999492,0.707546051999492
307,307,-121.245920726240627,45.476186433127964,0.707546051999492,0.707546051999492
308,308,-121.187556758012249,45.495373523745968,0.707546051999492,0.707546051999492
309,309,-121.433172749713776,45.455630505971442,0.707546051999492,0.707546051999492
310,310,-121.496726067235613,45.394895563835973,0.432655741268357,0.707546051999492
311,311,-121.126429373422184,45.442116007448874,-0.192557553206970,-0.192557553206970
312,312,-121.133978900245324,45.338883422634183,-0.192557553206970,-0.192557553206970
313,313,-120.952517805505636,45.513583786115476,-0.192557553206970,-0.192557553206970
314,314,-121.177371653498142,45.449135307092433,-0.192557553206970,-0.192557553206970
315,315,-121.463200128434949,45.357888725736984,-0.192557553206970,-0.192557553206970
316,316,-121.384715647633698,45.530243826043886,-0.001165668821787,-0.001165668821787
317,317,-121.250956028781161,45.589831613706792,-0.001165668821787,-0.001165668821787
318,318,-121.220520926801896,45.579874576462316,-0.001165668821787,-0.001165668821787
319,319,-121.155598506938475,45.622909759867071,-0.001165668821787,-0.001165668821787
320,320,-121.113764468226407,45.656977212168556,-0.001165668821787,-0.001165668821787
321,321,-121.590095579323702,45.348876528993799,0.432655741268357,0.432655741268357
322,322,-121.633009414929120,45.448915865891422,0.432655741268357,0.432655741268357
323,323,-121.537738191857613,45.505084202933858,0.432655741268357,0.432655741268357
324,324,-121.554317425740066,45.492868419165347,0.432655741268357,0.432655741268357
325,325,-121.663384862941200,45.365127863052919,0.432655741268357,0.432655741268357
326,326,-121.708442899091551,45.558823059380416,-1.822005276899445,-1.822005276899445
327,327,-121.753346680115101,45.568867868953305,-1.822005276899445,-1.822005276899445
328,328,-121.839862297813170,45.487265606665346,-0.402812229403892,-1.822005276899445
329,329,-121.720898814693612,45.409097417685871,-1.822005276899445,-1.822005276899445
330,330,-121.707796926980564,45.555915304265341,-1.822005276899445,-1.822005276899445
331,331,-121.597907466206038,46.143373149067713,-2.010011556627934,-2.010011556627934
332,332,-121.244249222403255,45.915340064480120,-2.010011556627934,-2.010011556627934
333,333,-121.517009054898949,45.915305793905873,-2.010011556627934,-2.010011556627934
334,334,-121.514464886196549,45.749535490613084,-2.010011556627934,-2.010011556627934
335,335,-121.537229029920468,46.043443657908142,-2.010011556627934,-2.010011556627934
336,336,-121.744871272694184,45.938453703313087,0.357432005819236,0.357432005819236
337,337,-121.717634710600464,45.910499940624106,0.357432005819236,0.357432005819236
338,338,-121.743561994701224,45.964400588730371,0.357432005819236,0.357432005819236
339,339,-121.715174465297252,45.977676670291942,0.357432005819236,0.357432005819236
340,340,-121.659579231301961,45.788206201751223,0.357432005819236,0.357432005819236
341,341,-121.968459725017908,45.956301968862135,0.470884755643201,0.470884755643201
342,342,-121.759217144810009,45.788734495589779,0.470884755643201,0.470884755643201
343,343,-121.860179584034199,45.746879399710679,3.016158233281746,3.016158233281746
344,344,-121.864268418101062,45.748944561902135,3.016158233281746,3.016158233281746
345,345,-122.059843297267435,45.829443864791813,0.470884755643201,0.470884755643201
346,346,-121.454050195879859,45.527202793711467,3.372709359351980,3.372709359351980
347,347,-121.614843839944513,45.685539104163695,3.372709359351980,3.372709359351980
348,348,-121.610655168124026,45.678291383828366,3.372709359351980,3.372709359351980
349,349,-121.396248340176896,45.562156172122116,3.372709359351980,3.372709359351980
350,350,-121.597881704744736,45.734868798123046,3.372709359351980,3.372709359351980
351,351,-121.893995452911497,45.517629270121233,3.016158233281746,3.016158233281746
352,352,-121.771270404075324,45.615987486777954,3.016158233281746,3.016158233281746
353,353,-121.893924417484811,45.626320566904269,3.016158233281746,3.016158233281746
354,354,-121.819799117601406,45.715396047380352,3.016158233281746,3.016158233281746
355,355,-121.832354113657971,45.641633236248651,3.016158233281746,3.016158233281746
356,356,-119.325396407641279,44.006982001999404,0.594015338844643,
357,357,-119.355575345888553,43.936568254298606,0.594015338844643,
358,358,-119.415418361183526,43.996990397483216,0.594015338844643,
359,359,-119.385981340980152,43.960085380354371,0.594015338844643,
360,360,-119.281616141150948,44.148485138932585,0.594015338844643,
361,361,-119.513082475077852,44.118920655858460,0.384545429047227,
362,362,-119.414405504711851,44.092100633259577,0.384545429047227,
363,363,-119.527325569920151,44.182871146178798,0.384545429047227,
364,364,-119.391280983583783,44.193416157830086,0.384545429047227,
365,365,-119.560335594152093,44.126069680363685,0.384545429047227,
366,366,-119.251842810880532,44.269494324725940,0.053578901999675,
367,367,-119.419195182448220,44.248261782708369,0.053578901999675,
368,368,-119.513798686177097,44.266444911288431,0.053578901999675,
369,369,-119.392748521194392,44.223655935533827,0.053578901999675,
370,370,-119.421358985339054,44.365835670322781,0.053578901999675,
371,371,-119.554790156990180,44.264225107084144,-1.009747757748673,
372,372,-119.637666748756544,44.357274450064210,-1.009747757748673,
373,373,-119.608796175650525,44.356395318160025,-1.009747757748673,
374,374,-119.483382338760180,44.366693993752335,-1.009747757748673,
375,375,-119.516462969040674,44.232520228909436,-1.009747757748673,
376,376,-118.578830124130263,44.498515065303764,0.082655600086655,
377,377,-118.429441343796270,44.377209054344178,0.082655600086655,
378,378,-118.579024184012383,44.293267177415146,0.082655600086655,
379,379,-118.537247395387169,44.381546559531955,0.082655600086655,
380,380,-118.525493100542349,44.301914780479024,0.082655600086655,
381,381,-118.794724829595111,44.492548332648028,-0.074124805077701,
382,382,-118.759389237451160,44.352142824688030,-0.074124805077701,
383,383,-118.725933517627823,44.557611155940094,-0.074124805077701,
384,384,-118.737584674880907,44.535664050820685,-0.074124805077701,
385,385,-118.831575053035806,44.418203566777038,-0.074124805077701,
386,386,-118.788254955243588,44.229088288476930,0.027089868494064,
387,387,-118.812938479452782,44.303522052057588,0.027089868494064,
388,388,-118.822660642047310,44.233791155462200,0.027089868494064,
389,389,-118.806565464272694,44.211665340698062,0.027089868494064,
390,390,-118.903874992423482,44.259979393950175,0.027089868494064,
391,391,-118.908712920523385,44.540714201462890,0.197255353350797,
392,392,-119.044086192689406,44.482304899694441,0.197255353350797,
393,393,-119.013482179136986,44.479379686733864,0.197255353350797,
394,394,-118.896196176760952,44.549818439072567,0.197255353350797,
395,395,-119.030039136650601,44.472878131768709,0.197255353350797,
396,396,-118.989753086156554,44.434396874341928,-0.450690675943755,
397,397,-119.169866311453916,44.361555436764775,-0.450690675943755,
398,398,-119.190026849503738,44.481409376289321,-0.450690675943755,
399,399,-119.235180796943951,44.352820340015967,-0.450690675943755,
400,400,-119.054332581464564,44.352553343342663,-0.450690675943755,
401,401,-119.288922622219218,44.513347633006163,0.294746737214884,
402,402,-119.355372188011074,44.364026565140136,0.294746737214884,
403,403,-119.342780699722994,44.512862872641506,0.294746737214884,
404,404,-119.336885688385507,44.483135723400835,0.294746737214884,
405,405,-119.340235860477492,44.421179888497704,0.294746737214884,
406,406,-119.540980704541425,44.529253650724570,0.857795942553101,
407,407,-119.606964753397733,44.490773048705080,0.857795942553101,
408,408,-119.665094410599977,44.455162082602385,0.857795942553101,
409,409,-119.525751864879112,44.529917179335655,0.857795942553101,
410,410,-119.661682152941410,44.454425572851790,0.857795942553101,
411,411,-120.125650401164478,44.442542734749111,-0.599454166299724,
412,412,-119.894079407352365,44.514184828726229,-0.599454166299724,
413,413,-119.958703179437919,44.561719554298293,-0.599454166299724,
414,414,-119.946717526656585,44.502886717421234,-0.599454166299724,
415,415,-119.797899893039983,44.635012987909647,-0.599454166299724,
416,416,-119.822002900738312,44.361659419763555,0.007323624143016,
417,417,-119.829705639961958,44.432487540158945,0.007323624143016,
418,418,-119.669404308782021,44.540313630759158,,
419,419,-119.810360840324847,44.400934598845311,0.007323624143016,
420,420,-119.671199626659075,44.506308351915550,0.007323624143016,
421,421,-118.479168153849855,44.907228887432098,-0.100739393255660,
422,422,-118.300277867179489,44.905116374786019,-0.100739393255660,
423,423,-118.252147361261109,44.947171819974585,-0.100739393255660,
424,424,-118.292295965877429,44.880697307005391,-0.100739393255660,
425,425,-118.454281763325923,44.931220376493116,-0.100739393255660,
426,426,-118.539666423397250,44.807937336149109,0.625169693654070,
427,427,-118.435316206845357,44.726441544109377,0.625169693654070,
428,428,-118.341100032352472,44.771603459695598,0.625169693654070,
429,429,-118.550794090828845,44.725182102649796,0.625169693654070,
430,430,-118.341666586252188,44.829734261049623,0.625169693654070,
431,431,-118.771029822282060,45.005441317278098,-0.136338374206645,
432,432,-118.642030204419427,44.889783556134489,-0.136338374206645,
433,433,-118.800707071519810,45.005481547520333,-0.136338374206645,
434,434,-118.768658611784247,44.963953285032517,-0.136338374206645,
